Date,Open,High,Low,Close,Volume,__Cc1_ID_High,__Sc1_ID_High,__Sbc1_D_High,__Hgc1_D_High,__Gcc1_D_High,__Ccc1_D_High,__Kcc1_D_High,__Ctc1_D_High,__Boc1_D_High,__Lcc1_D_High,__Lhc1_D_High,__Smc1_D_High,__Oc1_ID_High,__Wc1_ID_High,__Plc1_D_High,__NGC1_D_High,__PAC1_D_High,__SIC1_D_High,Gross domestic product,Personal consumption expenditures,Goods,Durable goods,Nondurable goods,Services,Gross private domestic investment,Fixed investment,Nonresidential,Structures,Equipment,Intellectual property products,Residential,Change in private inventories,Net exports of goods and services,Exports,Goods.1,Services.1,Imports,Goods.2,Services.2,Government consumption expenditures and gross investment,Federal,National defense,Nondefense,State and local
2000/11/21,1343.76,1355.87,1333.62,1347.35,95580,211,493,9.81,0.829,265.7,700,70.5,64.4,15.17,73.3,54.05,183,101,256.5,592.9,6.51,788.75,475,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/11/22,1343.1801,1347.35,1321.89,1322.36,113710,211,492,9.98,0.823,266.3,698,69,64.6,15.16,73.4,54.625,179.6,101,258,587.9,6.62,791,471.5,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/11/24,1329.2,1343.83,1322.36,1341.77,96320,212,502,9.98,0.823,266.3,698,69,64.6,15.13,73.6,55.025,186.9,101.5,263,587.9,6.62,791,471.5,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/11/27,1348.41,1362.5,1341.77,1348.97,40487,212.5,508,10.33,0.847,270.1,691,69.25,65.2,14.96,72.8,54.9,191.5,101.25,262,595.9,6.58,793.5,477.5,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/11/28,1348.1801,1358.8101,1334.97,1336.09,94610,210.5,503.5,10.09,0.862,269.8,700,69.5,65.55,14.6,72.85,54,187.8,100.5,257.25,602,6.34,804.5,479,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/11/29,1336.64,1352.38,1329.28,1341.91,102820,207.75,507,10,0.858,270.1,710,70.5,65.1,14.62,72.85,54.375,192,99.75,256.25,604,6.5,808.85,478.5,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/11/30,1329.76,1341.91,1294.9,1314.95,40210,209.25,509.5,9.95,0.858,270.2,715,70.4,65.6,14.82,72.625,54.6,196,99.5,256.25,609.7,6.73,819,476,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/12/1,1319.71,1334.67,1307.02,1315.23,118653,210.75,508.5,9.75,0.86,272,715,68.2,65.55,14.97,72.475,54.75,194.3,100,261.25,614,6.83,841.1,477.5,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/12/4,1317.58,1332.0601,1310.23,1324.97,119520,210.75,508,9.88,0.862,272,723,68,64.85,15.33,73.8,55.725,193.8,100,263.5,629.9,7.95,878.5,482.5,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/12/5,1333.9301,1376.5601,1324.97,1376.54,110300,209.5,504,9.98,0.87,271,725,67,64.5,14.85,74.05,55.725,191,101.25,261.5,620,7.95,866.5,480.5,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/12/6,1374.45,1376.54,1346.15,1351.46,90030,209.25,507.5,9.8,0.877,274.3,710,67.25,64.7,14.91,75.15,56.05,191.4,101.75,261,605.8,8.8,857.45,484,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/12/7,1346.88,1353.5,1339.26,1343.55,139930,209.75,512.5,9.69,0.88,276,710,67.25,67.5,14.94,76.175,56.05,190.3,100,262,613.5,9.539,901,483.5,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/12/8,1353.08,1380.33,1343.55,1369.89,112800,209.75,512,9.77,0.89,273,708,66.75,67.5,14.98,76.55,56.8,189.5,100.5,257.5,612,8.7,905.8,480,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/12/11,1371.8101,1389.05,1364.14,1380.2,135830,207.75,512.5,9.92,0.899,270.7,709,65,67.5,14.97,76.725,57.9,191.4,101,257.25,617,9.86,919.05,474,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/12/12,1378.4,1380.27,1370.27,1371.1801,120240,207,513.75,9.75,0.886,270.3,697,64.2,66.65,14.83,76.8,58.05,193.5,102,258.5,622,9.6,940,478,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/12/13,1377.33,1385.8199,1358.48,1359.99,108340,208,509.25,9.73,0.881,270,702,65,65.95,14.82,77.2,58.875,194.8,101.25,256.5,625,8.35,925,473.5,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/12/14,1352.64,1359.99,1340.48,1340.9301,119510,211,511,9.3,0.889,269,741,63.25,65.85,14.75,77.4,58.85,196.2,102.5,257,619.9,7.85,930.55,472.5,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/12/15,1335.91,1340.9301,1305.38,1312.15,106130,212,507.5,9.55,0.8915,270.4,747,63,65.85,15.18,77.2,58.85,190.2,108.75,269.5,620,8.55,944,467,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/12/18,1317.1801,1332.3199,1312.15,1322.74,156110,216,514,9.34,0.8765,270,734,64,65.75,15.39,78.45,58.425,192.5,108.75,269,599,9.245,940,466.5,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/12/19,1322.4399,1346.4399,1305.2,1305.6,118990,218.5,512,9.44,0.874,269.7,728,66.2,65.5,15.21,78.55,57.8,192.5,108.75,273,595.5,9.13,938,466,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/12/20,1295.47,1305.6,1261.16,1264.74,132490,220,512,10.09,0.87,272.5,747,65.6,65.7,15.25,78.65,56.575,194.4,108.75,274.5,602,9.75,980,471,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/12/21,1262.36,1285.3101,1254.0699,1274.86,142160,220,510.5,9.97,0.857,273.7,770,67.6,66.2,15.18,78.6,56.35,193.8,108.75,273,608.9,9.9,955,467.5,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/12/22,1281.0601,1305.97,1274.86,1305.97,144990,221.25,511.75,9.9,0.861,274,771,66.3,64.9,15.2,79.4,57,196.7,108.75,277.5,605,9.88,968,468.5,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/12/26,1306.0699,1315.9399,1301.64,1315.1899,108710,220.5,510.75,10.05,0.865,274.8,772,69,64.2,15,79.25,56.3,197.2,108.75,275.75,605,9.95,968,470.5,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/12/27,1312.54,1332.03,1310.96,1328.92,80650,220.25,503.75,10.27,0.855,275.2,780,67.75,63.67,14.85,79.025,56,194.4,108.75,274.5,614,10.1,975,469.5,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/12/28,1326.48,1335.9301,1325.78,1334.22,109270,223.5,502,10.29,0.8525,273.2,775,67.5,63.6,14.73,79.425,56.175,194.7,108.75,274.5,618,9.45,965,465,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2000/12/29,1333.22,1340.1,1317.51,1320.28,101530,225,500.75,10.23,0.848,272,767,67.5,62.95,14.59,80.4,56.9,196.2,108.75,280,611.1,9.925,959,465,10439,6912.1,2493.4,915.8,1577.6,4418.7,2067.2,2012.9,1525.1,336.3,767,421.8,487.8,54.3,-401.5,1114.1,810.7,303.4,1515.6,1293,222.6,1861.2,638.4,396.6,241.7,1222.9
2001/1/2,1320.28,1320.28,1276.05,1283.27,103550,224,500,10.33,0.8455,268.4,785,65.4,61.8,14.58,77.975,57.25,196,108.75,280,611,9.45,968.5,465,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/1/3,1279.75,1347.76,1274.62,1347.5601,112940,223.5,498.5,10.25,0.8235,268,785,64,61.3,14.64,77.9,57.025,191.7,108.75,284,624,8.7,995,460.5,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/1/4,1345.28,1350.24,1329.14,1333.34,188070,223.75,499.5,10.37,0.826,267.3,777,63.9,61.2,14.6,77.15,57.4,191.7,108.75,284.5,636.9,9.2,999,458.5,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/1/5,1334.45,1334.77,1294.95,1298.35,213100,223,493.75,10.41,0.833,268,817,64.6,59.95,14.65,76.975,57.75,189.7,108.75,284.5,625,9.35,986,461.5,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/1/8,1295.73,1298.35,1276.29,1295.86,143080,219.25,492,10.48,0.839,268,824,68,60.5,14.8,76.45,57.5,187.7,108.75,283.5,634.5,9.87,986,454.5,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/1/9,1299.08,1311.72,1295.14,1300.8,111550,222.25,495.75,10.49,0.841,267.5,819,63.9,60.45,14.72,77.325,56.95,190.5,108.75,287.5,634,9.87,1041,460,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/1/10,1294.37,1313.76,1287.28,1313.27,119130,223.5,495,10.42,0.834,264.7,812,64,60.75,14.76,78.6,56.45,192.2,108.75,289.5,639,9.916,1082.5,460.5,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/1/11,1309.95,1332.1899,1309.72,1326.8199,129650,218.25,487,10.35,0.839,264,850,64.8,61,14.64,79.8,57.1,188,108.75,294.5,640,9.225,1064,460.5,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/1/12,1326.59,1333.21,1311.59,1318.3199,141120,214.25,482,10.23,0.845,263.9,870,65.5,61.5,14.57,80.25,57.175,184.8,108.75,290,634.8,9.01,1055,467.5,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/1/16,1318.62,1327.8101,1313.33,1326.65,127600,219,483.5,10.24,0.835,263.3,914,67.5,61.6,14.9,81.075,56.675,179.9,109.75,288,635,8.45,1070,472,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/1/17,1336.6,1346.92,1325.41,1329.47,120570,218,479.75,10.33,0.832,263.2,993,71.25,60.96,14.7,80.75,57.5,179,107,285.5,633.5,8.09,1044,480,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/1/18,1330.86,1352.71,1327.41,1347.97,134910,220,476.75,10.12,0.867,264.2,1055,70.15,60.55,14.78,80.325,57.2,177,107.75,286.75,616,7.22,1032,483.5,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/1/19,1354.5699,1354.55,1336.74,1342.54,144500,219.5,476,10.16,0.86,264.3,975,68.7,61.35,14.7,79.275,57.2,178.5,106.5,287.5,618.5,7.62,1070,488,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/1/22,1341.13,1353.62,1333.84,1342.9,140780,215.5,477.75,10.08,0.857,266.4,1020,71.75,60.4,14.66,79.175,57.15,178.5,107,286.5,622,7.93,1085,483.5,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/1/23,1343.2,1362.9,1339.63,1360.4,116400,216.75,477.5,10.13,0.859,266.1,1029,72.5,59.6,14.84,79.25,56.25,178.8,106.25,287,619,7.43,1070,483.5,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/1/24,1361.91,1369.75,1357.28,1364.3,123260,216.75,472,10.1,0.85,264.3,1008,71.2,62.1,14.72,78.725,55.175,174.9,105.5,286.5,612,7.2,1061,479.5,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/1/25,1362.48,1367.35,1354.63,1357.51,130900,215.75,471.75,10.11,0.84,264.5,1035,69.25,61.75,14.69,79.2,55,173.3,105.5,286.5,614.8,7.5,1075,486,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/1/26,1353.37,1357.51,1342.75,1354.95,125800,214,467,10.05,0.84,262.8,1066,68.5,61.6,14.65,78.85,55.8,169.9,104.5,280.5,616,7.3,1075,483.5,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/1/29,1350.9301,1365.54,1350.36,1364.17,109800,210,460.5,10.05,0.8375,262.8,1079,66.5,61.45,14.55,79.65,56.1,168.7,103,276.25,608,7.49,1072,483,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/1/30,1358.99,1375.6801,1356.2,1373.73,105310,210.75,463.5,9.7,0.844,266.6,1061,64.75,62.07,14.66,78.8,55.6,169.8,103.75,272.5,603.5,6.32,1059,486.5,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/1/31,1374.21,1383.37,1364.66,1366.01,114980,210,461,10,0.85,266,1040,64.85,62.2,14.66,77.8,55.35,167.2,103.25,273.5,604,6.25,1058,483,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/2/1,1365.38,1373.5,1359.34,1373.47,129530,212.25,464,10.32,0.851,268.9,1053,65,61,15.08,79.05,56.6,165.5,103.5,273.5,601,6.42,1055,482.5,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/2/2,1373.53,1376.38,1348.72,1349.47,111880,213.5,469,10.31,0.844,268.2,1064,65,60.43,15.2,80.25,56.5,167.3,105.75,273,598,7.1,1060,480,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/2/5,1346.39,1354.5601,1344.48,1354.3101,104840,213.5,469.5,10.19,0.8395,265.8,1070,63.4,60.25,15.05,80.15,56,167.3,106,276,604.4,6.325,1084,475,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/2/6,1353.95,1363.55,1350.04,1352.26,101300,214.5,465.75,10.15,0.8315,263.9,1088,63.1,60.5,14.99,80.775,55.425,164.9,104.75,269.25,607.9,5.88,1080,469,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/2/7,1345.75,1352.26,1334.26,1340.89,105960,214.75,466.5,10.06,0.832,263.5,1083,62.8,60.23,14.98,80.4,54.775,166.2,105,269,605.5,6.26,1076,467.5,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/2/8,1341.98,1350.3199,1332.42,1332.53,115830,212,463.5,10.01,0.8335,263.5,1038,62.4,59.9,14.78,80.6,54.8,165,103.75,270.5,601,6.7,1065,461.5,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/2/9,1329.48,1332.53,1309.98,1314.76,110720,211,457,9.95,0.83,260.5,1034,63.2,59.25,14.53,80.55,54.775,164.2,102.75,269,596.9,6.32,1040,463,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/2/12,1330.3101,1330.96,1313.64,1330.3101,107550,211.75,458.75,9.92,0.8195,262.5,1060,62.65,59.2,14.62,80.45,54.2,164.9,102.5,267.5,594,6.13,980,463.5,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/2/13,1331.9399,1336.62,1317.51,1318.8,103910,210.5,454,9.96,0.831,261,1075,63.9,59.8,14.52,80.2,53.15,162.6,102,263.5,595,6.05,990,462.5,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/2/14,1319.72,1320.73,1304.72,1315.92,107520,213,453.75,9.82,0.8225,260,1077,64,61.5,14.5,80.475,52.85,162.5,102.25,269,595,6.09,980,461,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/2/15,1320.51,1331.29,1315.92,1326.61,115030,214.75,454.5,9.89,0.831,259.5,1068,63.1,61.15,14.5,80.35,52.85,162,102.5,269.25,596,5.61,988,458.5,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/2/16,1314.6,1326.61,1293.1801,1301.53,115370,213,454.5,9.76,0.827,258.5,1139,61.1,59.99,14.57,80.3,52.85,162.7,102.5,269,602,5.69,987,456,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/2/20,1302.13,1307.16,1278.4399,1278.9399,125720,214,460,9.7,0.82,256.1,1162,63,59.6,14.73,79.9,61,165.2,104.75,268,606.5,5.42,980,454,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/2/21,1274.96,1282.97,1253.16,1255.27,111220,213,463,9.59,0.801,258.2,1195,63.5,56.9,15,80.975,61.775,165.2,105,267.5,608,5.37,960,449,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/2/22,1256.02,1259.9399,1228.33,1252.8199,120850,212.75,462,9.55,0.803,258.5,1202,64.8,57.6,15.13,81.775,62.075,164.5,103.75,264.25,602,5.22,915,448.5,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/2/23,1249.1801,1252.8199,1215.4399,1245.86,136590,210.5,456.5,9.42,0.8025,260.9,1165,65,55.5,14.95,82.7,62.35,162.9,101.25,260,600,5.21,860,450,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
2001/2/26,1248.09,1267.6899,1241.71,1267.65,123130,210.5,450,9.43,0.8065,265.8,1145,65.5,55.25,14.72,83.35,62.5,160.8,101.75,260,604.8,5.19,857,450,10472.9,6986.9,2499.2,926.8,1572.4,4487.6,1971.3,2002,1505.2,331.8,751.7,421.8,496.7,-30.6,-390.8,1095.1,797.1,298,1485.8,1262.6,223.2,1905.4,653.1,404.5,248.6,1252.3
